CODIGO;ATIVO;TIPO;ID_LOCALIZACAO;QUARTOS;SUITE;AREA_TERRENO;AREA_CONSTRUIDA;VALOR;VALOR_M2;PISCINA_IMOVEL;CHURRASQUEIRA;CONDOMINIO;ALTO_PADRAO;STATUS
ALPHA029;DISPONÍVEL;CASA;12;3;1;360,0;150,0;1450000;9666,666666666666;1;1;1;0;NOVO
IN098;VENDIDO;CASA;10;2;0;100,0;65,0;220000;3384,6153846153848;0;1;1;0;USADO
IN099;DISPONÍVEL;APTO;10;2;0;100,0;65,0;264000;4061,5384615384614;0;0;1;0;NOVO
IN100;DISPONÍVEL;DUPLEX;10;2;0;100,0;70,0;295000;4214,285714285715;0;0;1;0;NOVO
IN103;DISPONÍVEL;DUPLEX;10;2;1;250,0;100,0;305000;3050,0;0;1;0;0;USADO
JA2008;DISPONÍVEL;APTO;4;2;0;100,0;65,0;230000;3538,4615384615386;0;0;1;0;USADO
SB246;DISPONÍVEL;CASA;1;3;1;240,0;100,0;680000;6800,0;0;1;0;0;NOVO
IN104;DISPONÍVEL;CASA;31;3;1;360,0;100,0;580000;5800,0;0;0;1;0;USADO
JA2010;DISPONÍVEL;CASA;17;3;3;600,0;150,0;720000;4800,0;1;1;0;0;USADO
JA2011;DISPONÍVEL;CASA;16;3;1;360,0;150,0;835000;5566,666666666667;1;1;0;0;NOVO
JA2012;DISPONÍVEL;CASA;4;2;1;240,0;90,0;470000;5222,222222222223;0;1;0;0;NOVO
JA2013;DISPONÍVEL;CASA;4;2;1;240,0;90,0;570000;6333,333333333333;0;1;0;0;NOVO
JA2014;DISPONÍVEL;CASA;4;2;1;225,0;80,0;560000;7000,0;0;1;0;0;NOVO
SB247;DISPONÍVEL;DUPLEX;1;2;1;200,0;80,0;380000;4750,0;0;0;1;0;USADO
JA2015;VENDIDO;CASA;17;3;1;440,0;120,0;999000;8325,0;0;0;0;0;NOVO
IN105;DISPONÍVEL;CASA;27;2;1;450,0;250,0;320000;1280,0;1;1;0;0;USADO
IN106;DISPONÍVEL;CASA;27;2;1;240,0;100,0;410000;4100,0;0;0;0;0;NOVO
BAR076;DISPONÍVEL;CASA;28;3;1;270,0;100,0;500000;5000,0;1;1;0;0;USADO
SB248;DISPONÍVEL;CASA;1;3;1;240,0;100,0;650000;6500,0;0;1;0;0;NOVO
SB250;DISPONÍVEL;CASA;1;3;1;240,0;100,0;630000;6300,0;0;1;0;0;NOVO
SB249;DISPONÍVEL;CASA;1;3;1;240,0;100,0;680000;6800,0;0;1;0;0;NOVO
JA2016;DISPONÍVEL;DUPLEX;14;2;2;120,0;88,0;395000;4488,636363636364;0;1;1;0;USADO
JA2017;DISPONÍVEL;CASA;4;2;1;240,0;80,0;460000;5750,0;0;0;0;0;NOVO
SB251;DISPONÍVEL;CASA;1;3;1;240,0;80,0;435000;5437,5;0;0;0;0;USADO
IN107;DISPONÍVEL;CASA;3;3;1;360,0;138,0;695000;5036,231884057971;0;1;1;0;NOVO
JA2118;DISPONÍVEL;APTO;14;2;2;600,0;75,0;399900;5332,0;0;1;1;1;NOVO
JA2118;DISPONÍVEL;APTO;14;2;1;600,0;70,0;389900;5570,0;0;1;1;1;NOVO
SB252;DISPONÍVEL;CASA;1;3;1;240,0;100,0;690000;6900,0;0;1;0;0;NOVO
CAJ026;DISPONÍVEL;CASA;60;2;1;240,0;90,0;429000;4766,666666666667;0;1;0;0;USADO
SB253;DISPONÍVEL;CASA;1;3;1;240,0;110,0;687000;6245,454545454545;0;1;0;1;NOVO
JA2119;DISPONÍVEL;CASA;17;3;1;240,0;120,0;550000;4583,333333333333;0;1;0;0;NOVO
JA2120;DISPONÍVEL;DUPLEX;4;2;2;300,0;100,0;450000;4500,0;0;0;0;0;USADO
JA2121;DISPONÍVEL;APTO;4;2;2;960,0;70,0;280000;4000,0;0;0;1;0;USADO
JA2122;DISPONÍVEL;APTO;17;2;0;440,0;70,0;250000;3571,4285714285716;0;0;1;0;USADO
JA2123;DISPONÍVEL;CASA;14;3;1;600,0;150,0;650000;4333,333333333333;1;1;0;0;USADO
IN108;DISPONÍVEL;APTO;10;2;1;500,0;80,0;320000;4000,0;0;0;1;0;USADO
IN109;DISPONÍVEL;CASA;75;2;1;180,0;70,0;300000;4285,714285714285;0;0;0;0;USADO
CAJ027;DISPONÍVEL;CASA;76;3;2;220,0;120,0;650000;5416,666666666667;0;1;1;0;NOVO
CAJ028;DISPONÍVEL;CASA;76;3;2;220,0;120,0;600000;5000,0;0;0;1;0;NOVO
CAJ029;DISPONÍVEL;CASA;76;3;2;220,0;120,0;600000;5000,0;0;0;1;0;NOVO
CAJ030;DISPONÍVEL;CASA;76;3;2;220,0;120,0;600000;5000,0;0;0;1;0;NOVO
CAJ031;DISPONÍVEL;CASA;76;3;2;220,0;120,0;600000;5000,0;0;0;1;0;NOVO
JA2124;DISPONÍVEL;CASA;4;3;1;440,0;140,0;795000;5678,571428571428;0;1;0;1;NOVO
ALPHA032;DISPONÍVEL;CASA;12;3;1;370,0;124,0;1750000;14112,90322580645;0;1;1;1;NOVO
